"문화공간코드","문화공간명","교통구분코드","교통구분명","교통정보"
"101126","종로구립 박노수미술관","T","버스정류장","종로 09 마을버스 종로구립 박노수미술관"
"101118","스튜디오 콘크리트","B","간선버스","110B  142  144  400  402  407  420  N13"
"101188","충무로영상센터 오!재미동","S","지하철","34호선 충무로역 개찰구 안쪽 (개찰구 &#39;호출&#39; 버튼 누르고 &#39;오!재미동 왔어요&#39; 하시면 출입 가능)"
"101124","신도림 오페라하우스","G","지선버스","561964116511마을버스 영등포 09영등포12 영등포13"
"101128","수색동 주민센터(다목적실)","B","간선버스","."
"101133","가회민화박물관","T","버스정류장","②번 마을버스: 돈미약국 북촌한옥마을 앞 하차"
"101262","신한갤러리 광화문","T","버스정류장","광화문 사거리 세종문화회관 앞 하차"
"101261","일우스페이스","T","버스정류장","서소문(대한항공 빌딩 쪽) : 172472600602607 / 서소문(대한항공 빌딩 건너편) : 101172472603"
"101263","세컨드에비뉴 갤러리","S","지하철","34호선 충무로역 1번 출구"
"101265","비디 갤러리","S","지하철","4호선 명동역 3번출구"
"100789","은평문화예술회관","S","지하철","6호선 역촌역 3번 출구(녹번초등학교 방면) 700m (도보로 6분)"
"101260","CKL 스테이지","S","지하철","1호선 종각역 5번 출구 (도보4분) / 2호선 을지로입구역 2번 출구 (도보8분) / 5호선 광화문역 5번 출구 (도보10분)"
"101271","서진아트스페이스","T","버스정류장","동국대입구역 하차 - 7212144301407420"
"100789","은평문화예술회관","B","간선버스","702 752"
"101275","손기정기념관","B","간선버스","173261463604"
"101300","서울시농수산식품공사 가락몰 쿠킹스튜디오","T","버스정류장","가락시장역"
"101282","성북문화원","T","버스정류장","삼선교 한성대입구역"
"101284","반포잠원교육지원센터","T","버스정류장","사평역"
"101286","도봉문화정보도서관","S","지하철","ㅁ 창동역(14호선) 2번출구노원14번 도봉문화정보도서관 하차 ㅁ 녹천역(1호선) 1번출구창23동 방향 도보7분(600M)"
"101134","강남구립못골도서관","T","버스정류장","래미안강남힐즈 정류장 하차 후 도보 이동(약 5분) 간선 440 지선 2412 지선 3425 마을 강남03"
"101443","성북구립 최만린미술관","T","버스정류장","삼덕단지앞 (08-322) 삼덕단지앞 (08-323) 대동슈퍼 (08-917)  정릉연립 (08-391) 국민커뮤니티센터 (08-390)"
"100991","관악문화재단","T","버스정류장","관악문화관도서관 관악산입구 신림중학교"
"100984","서울한방진흥센터 서울약령시한의약박물관","B","간선버스","147 105 201 202 241 260 262 270 271 272 420 421 720 N13 N26 110A 110B 120 121 130 141 148"
"101118","스튜디오 콘크리트","G","지선버스","3011  6211"
"100988","금성당?샤머니즘박물관","T","버스정류장","두산위브 205동"
"101124","신도림 오페라하우스","S","지하철","지하철 1ㆍ2호선 환승통로 예술공간 고리 내"
"101128","수색동 주민센터(다목적실)","Y","순환버스","."
"101312","옹기테마공원 체험장","B","간선버스","240번 신내우체국 정류장(07-285 07-287) 하차 후 도보 450m"
"101309","구의아리수문화재","G","지선버스","3220번 마을버스01번"
"101308","구로구립 하늘도서관","G","지선버스","5626"
"101293","JDB 스퀘어","S","지하철","2호선(합정역) 6호선(합정역) 6호선(상수역)"
"101353","서울풍물시장 청춘1번가","T","버스정류장","-2013번 300번 2221번 2219번 721번 2112번 303번 9403번 721번 370번 간선: 105 201 260 261 262 270 271 272 420 720 N13 N26"
"101388","청년허브 다목적홀","S","지하철","불광역 3번 출구 도보 3분"
"101326","SETEC전시장(서울무역전시장)","S","지하철","3호선 학여울역"
"101366","사각사각 플레이스","S","지하철","잠실새내역"
"101362","성동구청","A","공항버스","6010"
"101314","모두의학교","T","버스정류장","KT구로지사 정류장(18-197) 독산3치안센터 정류장(18-201)"
"101293","JDB 스퀘어","G","지선버스","5712 5714 6712 6716 7612 7733"
"101419","경희대학교","T","버스정류장","경희의료원 하차 마을버스 01(회기역 1번 출구 앞) 경희대 입구 하차 273 201 경희중고 하차 120 147 261 273 1222"
"101406","유담헌","T","버스정류장","안국선원.삼거리"
"101426","경향아트힐 2층 썬앤문 전용관","T","버스정류장","강북삼성병원 서울역사박물관 역"
"101414","우란2경","G","지선버스","성동10(마을) 2016"
"101293","JDB 스퀘어","A","공항버스","6222"
"100450","사비나미술관","B","간선버스","571 701720"
"101474","KT체임버홀","G","지선버스","662 166 276 637"
"101402","서초문화원","Y","순환버스","서초08 서초09 서초17 서초18 서초19 서초20 서초21"
"101505","문화공간 이육사","G","지선버스","성북 15 성북 21 1017 1111 1213 7211"
"101012","서울암사동유적","S","지하철","8호선 암사역 4번출구 유적방향 도보 15분"
"101027","청운문학도서관","G","지선버스","7212 1020 7022"
"101029","상림마을작은도서관","S","지하철","3호선 구파발역  하차 후 버스 환승"
"101106","국립현대미술관 덕수궁관","G","지선버스","1711 7016 7022"
"101182","사육신역사관","S","지하철","9호선 노량진역 2번출구 노들역 1번출구/ 1호선 노량진역 1번출구"
"101113","갤러리 조은","G","지선버스","3011 6211"
"101183","정효아트센터","G","지선버스","마을 서초11"
"101185","은평구청소년문화의집 신나는애프터센터","S","지하철","6호선 응암역 구산역 2번 출구 도보 10분"
"101180","구로구립개봉도서관","T","버스정류장","현대아파트?개봉중앙시장 정류장 하차→현대아파트 방향으로 340m 도보(5분)"
"101181","구로구립 글마루한옥어린이도서관","T","버스정류장","오류중학교 금옥여고 양천고등학교 신정학마을아파트"
"101193","오류아트홀","S","지하철","오류동역"
"101188","충무로영상센터 오!재미동","A","공항버스","충무로역 호텔피제이"
"101190","아이들극장","A","공항버스","6011(성대입구정류장)"
"101192","세곡도서관","G","지선버스","4491 마을 6 마을 6-1"
"101338","황학정 국궁전시관","S","지하철","3호선 경복궁역 1번 출구 도보로 8~10분"
"101196","Mfor 아트스페이스","G","지선버스","4211"
"101318","한양대학교 박물관","G","지선버스","2012 2014 2016 2222"
"101324","서울로미디어캔버스","S","지하철","충정로역(25호선) 5번출구에서 약 500m 이동  서울역에서 만리동 방향으로 이동"
"101328","강북솔밭국악당","S","지하철","경전철 우이신설선 솔밭공원역"
"101362","성동구청","T","버스정류장","성동구청 앞 하자 왕십리역 하차"
"101351","서울자유시민대학","T","버스정류장","서대문역 사거리 적십자병원(01-169) 470601704720 N37 서대문 서울시교육청(01-168) 171470750A 750B7024  서울시교육청(01-843) 종로 03"
"101312","옹기테마공원 체험장","T","버스정류장","구립도서관체육관 정류장 신내우체국 정류장 신내4단지아파트 정류장"
"101367","서울함 공원","T","버스정류장","한강공원입구 교차로"
"101368","메이커시티 세운","G","지선버스","7212번"
"101357","양천구 해누리타운 아트홀","T","버스정류장","양천문화회관"
"100968","돈의문박물관마을","T","버스정류장","서울역사박물관. 경희궁 앞 정류장"
"101376","마포문화원","S","지하철","56호선"
"101472","롤링홀","G","지선버스","7011 7013A"
"101473","KT&G 상상마당 라이브홀","S","지하철","2호선 홍대입구역 9번 출구 합정역 3번 출구 | 6호선 상수역 1번 출구"
"101439","푸르지오 아트홀","T","버스정류장","을지로4가 정거장 하차 도보 5분"
"100987","강서도서관","G","지선버스","561666236629671467156716"
"100988","금성당?샤머니즘박물관","S","지하철","지하철3호선 구파발역 2번출구 도보9분 지하철 36호선 연신내역 3번출구 720번 환승 두산위브 205동 하차(2분)"
"100997","오유아트홀","T","버스정류장","도곡2동 주민센터 앞 하차"
"100998","강남시니어플라자","T","버스정류장","472 3426 4412 6411 강남07 → 선정릉역 무형문화재전수회관 정류장 하차"
"101104","구산동도서관마을","S","지하철","6호선 구산역 3번 출구"
"101113","갤러리 조은","R","광역버스","9401(광역) 1005-1 1150 5000 5005 5007 5500 7900 8100 9000 9001 9003 9300 9401(광역)"
"101258","성북선잠박물관","T","버스정류장","마을버스 성북03 (성북초등학교 하차) 성북02 (홍익대부속중고등학교 입구 하차 후 삼청각 방향으로 도보 3분)"
"101106","국립현대미술관 덕수궁관","A","공항버스","6005(인천공항 방면) 시청덕수궁역 하차"
"100789","은평문화예술회관","T","버스정류장","은평구청"
"101323","이건하우스","T","버스정류장","동교로 사거리(14-872) / 동교로 사거리 (14-315) / 동교로사거리 (14-853) / 서서울농협홍대역점 (14-181)"
"101300","서울시농수산식품공사 가락몰 쿠킹스튜디오","S","지하철","지하철 3호선 가락시장역 지하철 8호선 가락시장역 하차 후 출구 1번 2번 지하연결통로 이용"
"101312","옹기테마공원 체험장","G","지선버스","1122 2113 2115 2234번 구립도서관체육관 정류장(07-290 07-291) 하차 후 도보 400m /2114번 신내4단지아파트 정류장(07-292 07-293) 하차 후 도보 600m"
"101357","양천구 해누리타운 아트홀","G","지선버스","5630 6617 6620 6623 6624 6640B"
"101358","아름다운청년 전태일기념관","T","버스정류장","청계2가 청계2가교차로 하차 간선(173) 광역(1150 5000A 5000B 5005 5007 7900 9003 9300 8100 M4101 M4102)"
"101365","제1서울창의예술교육센터(은평)","S","지하철","6호선 새절역 1번 출구에서 도보 10분"
"101362","성동구청","G","지선버스","2015 2012 2013 2014 2016 2222 4211 성동03 성동08"
"101324","서울로미디어캔버스","T","버스정류장","손기정체육공원입구(02-102) 손기정체육공원입구(03-228)"
"101314","모두의학교","S","지하철","2호선 구로디지털단지역 1번 출구에서 디지털단지입구교차로 방면 도보 18분"
"101328","강북솔밭국악당","T","버스정류장","서라벌중학교 우이동대우아파트"
"101368","메이커시티 세운","A","공항버스","6002"
"101367","서울함 공원","S","지하철","6호선 합정역 1번출구 하차 마을버스 마포16 6호선 망원역 1번출구 하차 마을버스 마포 09"
"101459","갤러리 JJ","S","지하철","학동역 7번 출구 신사역 1번 출구 압구정역 4번출구"
"101479","아웃사이트(out_sight)","S","지하철","4호선 혜화역"
"100991","관악문화재단","S","지하철","서울대입구역"
"100986","은평문화원","S","지하철","3호선 4번출구 6호선 4번출구에서 구청 방향 7분"
"101368","메이커시티 세운","B","간선버스","143번 260번 262번 270번 370번 720번 111번 101번 103번 140번 150번 160번 201번 271번 273번 721번 173번"
"100984","서울한방진흥센터 서울약령시한의약박물관","S","지하철","제기동역 2번출구"
"101019","문학의집서울","T","버스정류장","퇴계로3가 한옥마을 한국의집 명동역"
"101331","해바라기 소극장","S","지하철","혜화역 2번출구에서 5분"
"101055","스페이스 신선(SPACE SHINSEON)","T","버스정류장","간선 110B번 400번 405번 순환 03번을 이용하여 한남동주민센터 하차"
"101023","은평 메가박스","T","버스정류장","연신내역"
"101023","은평 메가박스","A","공항버스","6012"
"101026","명동예술극장","S","지하철","을지로입구역 6번 출구"
"101055","스페이스 신선(SPACE SHINSEON)","S","지하철","6호선 한강진역 3번출구로 나와서 약 300m 직진"
"101056","구립응암정보도서관","S","지하철","새절역"
"101056","구립응암정보도서관","G","지선버스","70197713"
"101049","용산구 갈월종합사회복지관","S","지하철","숙대입구역 2번출구에서 용산고등학교 방향 300미터 도보"
"101192","세곡도서관","S","지하철","지하철 3호선 수서역"
"101193","오류아트홀","T","버스정류장","오류1동 주민센터 오류동역"
"101188","충무로영상센터 오!재미동","T","버스정류장","충무로역 인근 정류장 모두 해당."
"101106","국립현대미술관 덕수궁관","S","지하철","1호선 2호선 시청역 1번 출구 도보 약 4분"
"101054","아모레퍼시픽미술관","S","지하철","지하철 4호선 신용산역 1번 출구에서 지하 연결통로를 통하여 아모레퍼시픽 사옥으로 진입 지하철 1호선?경의중앙선 용산역 1번 출구로 나와 래미안 용산을 지나서 신용산역 4번 출구 앞"
"101091","필갤러리(Fill Gallery)","S","지하철","○경의중앙선(국철)  한남역에서 하차 ？ 1번 출구 ○ 6호선 한강진역에서 하차 ？ 2번 출구"
"101091","필갤러리(Fill Gallery)","T","버스정류장","간선 : 110B 241 2016(한남동에서 하차)/간선: 140 142 144 402 405 407 408 420 470 471 472(순천향대학병원 앞 하차/직행 : 140 142 144 402 405 407 408 420 470 471 472(순천향대학병원 앞 하차)"
"101357","양천구 해누리타운 아트홀","S","지하철","양천구청역 2호선 1번 출구 도보 9분"
"101323","이건하우스","S","지하철","2호선 홍대입구역/ 공항철도 홍대입구역"
"101323","이건하우스","G","지선버스","7016 7711 7737 마포15 7734 7739"
"100968","돈의문박물관마을","R","광역버스","9701 1004 8600 8601 8601A"
"101450","세빛섬","R","광역버스","9408 9500 9501 9802 M6427"
"101443","성북구립 최만린미술관","G","지선버스","1020 1114 1213 7211"
"101450","세빛섬","T","버스정류장","고속터미널 정류장 하차 (정류장 번호 22019)"
"101469","노원문화원","T","버스정류장","서울과학기술대학교 입구(간선버스: 105 146/ 지선버스 : 1135 1221)"
"101402","서초문화원","T","버스정류장","22-004"
"101479","아웃사이트(out_sight)","T","버스정류장","동성중고등학교 앞 혜화동 로터리"
"101480","배봉산 숲속 도서관","T","버스정류장","전농동SK아파트 정류장 (20132015223022332314번)"
"101482","아트아치","S","지하철","6호선 상수역 2호선?6호선 합정역"
"101483","OCI미술관","S","지하철","[1호선] 종각역: 2번 출구에서 200m 직진 후 조계사 직전 좌측골목길→ 좌회전 후 50m 직진 [3호선] 안국역: 6번 출구에서 50m 직진 후 동덕 갤러리→ 횡단보도를 건넌 후 왼쪽 길로 50m 직진→ 조계사 지나서 우측골목길로 우회전 후 50m 직진"
"101536","서울문화예술철도 영등포시장역(아트온더무브)","S","지하철","5호선 영등포시장역"
"101535","서울특별시여성능력개발원","S","지하철","공덕역 1번 출구 약 200m"
"101529","녹사평 용산공원 플랫폼","S","지하철","6호선 녹사평역"
"101027","청운문학도서관","S","지하철","3호선 경복궁역 3번출구 하차 후 버스 환승 5호선 광화문역 2번출구 하차 후 버스 환승"
"101113","갤러리 조은","B","간선버스","110B 241 2016(한남동 하차) 140 142 144 402 405 407 408 420 470 471 472(순천향대병원앞 하차)"
"101029","상림마을작은도서관","T","버스정류장","7211 탑승 후 아이파크 714동 정류장 7723 생태공원 정류장에서 하차"
"101139","평화문화진지","T","버스정류장","도봉 09번(마을버스) 도봉산역 하차 / 도봉산역에서 창포원 북측방향으로 도보 2분(200M)"
"101106","국립현대미술관 덕수궁관","B","간선버스","103 150 401 402 406"
"101148","중랑아트센터","B","간선버스","서울(시내) 방향 : 간선  201 241 260 262 270"
"101182","사육신역사관","B","간선버스","150151152360363462500504507605640751752"
"101148","중랑아트센터","S","지하철","7호선 상봉역 ① 도보이동 : 1번 출구 / 약 600m 이동 (약 10분 소요) 경의중앙선  망우역 1번 출구 / 약 200m 이동 (약 5분 소요)"
"101148","중랑아트센터","T","버스정류장","망우역. 상봉터미널(중)정류장"
"101269","금산갤러리","T","버스정류장","남산3호터널 정류장 하차 (도보1분)  143401406505"
"101190","아이들극장","T","버스정류장","(마을)종로08 국민생활관 정류장"
"101167","삼각산시민청","T","버스정류장","109 120 144 151 153 1120 1144 1166 노원15"
"101180","구로구립개봉도서관","S","지하철","개봉역 1번 출구→현대아파트 방향으로 930m(도보 10분)"
"101181","구로구립 글마루한옥어린이도서관","A","공항버스","6014"
"101188","충무로영상센터 오!재미동","B","간선버스","충무로역2번출구.대한극장앞"
"101193","오류아트홀","G","지선버스","1075838888-11605626구로0856266613661466166640B구로08"
"101270","순화동천","S","지하철","12호선 시청역 10번 출구 / 5호선 서대문역 6번 출구"
"101271","서진아트스페이스","S","지하철","3호선 동대입구역 6번 출구 (도보5분) / 4호선 충무로역(도보10분) / 5호선 동대문역사문화공원역 (도보12분)"
"101261","일우스페이스","S","지하철","2호선 시청역 10번 출구"
"101262","신한갤러리 광화문","S","지하철","5호선 광화문역 6번 출구 (도보3분) / 12호선 시청역 3번출구 (도보 5분)"
"101282","성북문화원","G","지선버스","1111 2112  성북01 성북02 성북03"
"101275","손기정기념관","T","버스정류장","손기정 체육공원 입구(02-102) / 손기정 체육공원(03-228)"
"101284","반포잠원교육지원센터","G","지선버스","3442 8541"
"101134","강남구립못골도서관","S","지하철","지하철 3호선 수서역(6번 출구)에서 버스로 이동(약 20분) 마을 강남03 지선 2412 지선 3425"
"101295","중랑숲어린이도서관","T","버스정류장","금란교회 망우사거리"
"101300","서울시농수산식품공사 가락몰 쿠킹스튜디오","G","지선버스","2412 3011 3012 3217 3317 3319 3413 3416 3422"
"100064","코리아나 화장박물관","T","버스정류장","1413422번 버스 신구 중학교 정류장하차 후 도산공원 방향으로 도보 5분 거리"
"101486","아이러브아트센터","S","지하철","3호선 압구정역"
"101485","과거와 현재 도시와 도시를 이어주는 복합문화공간 &quot;용산공예관&quot;","S","지하철","한강진역 3번 출구로 나와서 약 150m 직진"
"101485","과거와 현재 도시와 도시를 이어주는 복합문화공간 &quot;용산공예관&quot;","T","버스정류장","한남동주민센터 하차 후 한강진역 방향으로 250m 직진"
"101485","과거와 현재 도시와 도시를 이어주는 복합문화공간 &quot;용산공예관&quot;","B","간선버스","간선110B 400 405"
"101505","문화공간 이육사","S","지하철","6호선 고려대역 2번출구 도보 15분"
"101531","용산공원 갤러리","S","지하철","남영역(1호선) 숙대입구역(4호선) 삼각지역(6호선)"
"101453","한국천주교순교자박물관","T","버스정류장","양화진성지"
"101527","[구로구립 하늘도서관] 함께 도서관 함께 책 :: 다국어 도서 및 다양성 도서 소개","S","지하철","7호선 남구로역 4번 출구 / 7호선 가산디지털단지역 부근"
"100987","강서도서관","T","버스정류장","목3동시장.강서도서관 또는 영일고등학교.강서도서관 하차"
"101360","성동구립용답도서관","S","지하철","2호선 용답역 1번출구 신답역 1번출구 / 5호선 답십리역 7번출구 마장역 3번 출구"
"101020","상촌재","S","지하철","3호선 경복궁역"
"101024","밝은미소센터","T","버스정류장","일원본동주민센터"
"101024","밝은미소센터","G","지선버스","3413 3425 3426 4419"
"101023","은평 메가박스","B","간선버스","701 720 471 703 704 706 571 760 753"
"101024","밝은미소센터","S","지하철","3호선 일원역"
"101024","밝은미소센터","B","간선버스","333 401 402 461"
"100851","구로구립꿈나무어린이도서관","S","지하철","2호선 대림역 1번 출구(도보10분) 7호선 남구로역 6번 출구(도보5분)"
"101173","헬로우뮤지움","A","공항버스","6010"
"101176","구로구립궁동어린이도서관","T","버스정류장","서서울 생활과학고 사울 전파관리소 하차"
"101056","구립응암정보도서관","T","버스정류장","응암정보도서관"
"101485","과거와 현재 도시와 도시를 이어주는 복합문화공간 &quot;용산공예관&quot;","G","지선버스","순환03"
"101172","강남구립못골한옥어린이도서관","T","버스정류장","못골마을 LH강남아이파크 정류장"
"101276","중구여성플라자","B","간선버스","142 147"
"101013","강동구립천호도서관","G","지선버스","3212"
"100851","구로구립꿈나무어린이도서관","B","간선버스","503 571"
"101156","구로 꿈나무극장","S","지하철","7호선 남구로역 6번 출구  2호선 대림역 1번 출구"
"101156","구로 꿈나무극장","G","지선버스","5618 6411 6512 5615 5619 5626 563057125714"
"101178","종로문화재단 윤동주문학관","S","지하철","지하철 3호선 경복궁역 3번 출구 하차 후 버스 이용"
"101181","구로구립 글마루한옥어린이도서관","B","간선버스","643 651 652 653"
"101173","헬로우뮤지움","T","버스정류장","2016 2233 4211 7212"
"101182","사육신역사관","G","지선버스","5516 5517 5531 5535 5536 6122 6411"
"101279","서울무용센터","T","버스정류장","(간선)7611 7612 7713 7716 ‘명지대 삼거리’ 하차 후 명지대 삼거리 방향으로 직진 / (지선)7017 7018 7019 7021 7714 8774 ‘명지중고’ 정류장 하차 후 주유소 골목 언덕으로 직진 (도보 4분)"
"101196","Mfor 아트스페이스","T","버스정류장","역삼역 GS타워"
"101247","내곡느티나무쉼터","T","버스정류장","7번출구에서 효도버스 11번 출구에서 마을버스 9번 9번 출구에서 버스 140 407462번 등"
"101180","구로구립개봉도서관","A","공항버스","6014"
"101249","반포도서관","S","지하철","7호선 반포역 고속터미널역   9호선 사평역"
"100450","사비나미술관","G","지선버스","721177207734"
"101276","중구여성플라자","S","지하철","56호선 청구역 2번 출구"
"101274","중구청소년수련관","S","지하철","36호선 약수역 5번 출구"
"101258","성북선잠박물관","S","지하철","4호선 한성대입구역 6번 출구 : 직진 후 900m 도보(약 10분)"
"101360","성동구립용답도서관","B","간선버스","145"
"101300","서울시농수산식품공사 가락몰 쿠킹스튜디오","R","광역버스","500-1 1007 1009 1112 1117 1650 5600 5700 1310 1801 3300 8142 8147 8153 9403"
"100968","돈의문박물관마을","B","간선버스","160 260 270 271 273 370 470 600 602 702A 702B 705 720 721"
"101433","구립은평뉴타운도서관","T","버스정류장","(간선) 701(지선) 7211 (지선) 7723 푸르지오 521동 정류장 하차"
"101412","여의도 물빛무대","T","버스정류장","순복음교회 정류장"
"101412","여의도 물빛무대","B","간선버스","753 1002"
"101416","예빛섬","A","공항버스","6000"
"101426","경향아트힐 2층 썬앤문 전용관","S","지하철","지하철5호선 서대문역 5번출구 도보 7분"
"101395","동대문구 문화재단","S","지하철","제기동역 1번출구 에서 10분거리"
"101416","예빛섬","T","버스정류장","고속터미널 정류장 하차(정류장 번호 22019)"
"101416","예빛섬","B","간선버스","143 148 360 362 401 452 540 640 643"
"101293","JDB 스퀘어","T","버스정류장","서교동교회 (14-876) 서교동교회 (14-984) 로데오거리 (14-879) 로데오거리 (14-884)"
"101415","동대문구 답십리도서관","T","버스정류장","262번 2221번 2233번 → 동대문구답십리도서관 하차 (한성실업 좌측 골목으로 직진) / 121번 2015번 2112번 → 동대문어린이집 하차 (길건너 골목으로 직진)"
"101432","동대문디자인플라자(DDP)","Y","순환버스","90S투어"
"101432","동대문디자인플라자(DDP)","R","광역버스","9403"
"101363","서초구립반포도서관","G","지선버스","지선버스 3012번  마을버스 서초01번 서초02번 서초10번"
"101438","서울함공원","S","지하철","6호선 망원역 및 2호선 합정역"
"101400","한양도성박물관","T","버스정류장","동대문(01-214) 동대문(흥인지문)(01-037 01-233)"
"101400","한양도성박물관","A","공항버스","6002"
"101409","수림아트센터","T","버스정류장","청량리역 2번 출구로 나와 150m 이동 -> 현대코아 정류장 201번 탑승 -> 세종대왕기념관 하차"
"101445","간송미술문화재단","S","지하철","동대문역사문화공원역 1번 출구(2 4 5호선) DDP건물 살림터 3층"
"101019","문학의집서울","B","간선버스","104 105 140 604"
"100984","서울한방진흥센터 서울약령시한의약박물관","G","지선버스","2221 22331213 1222 2222"
"100987","강서도서관","B","간선버스","602650654"
"101118","스튜디오 콘크리트","S","지하철","6호선 한강진역 2번 출구"
"101020","상촌재","G","지선버스","7016 1711 7022 1020 7018 7212"
"101023","은평 메가박스","G","지선버스","7211 7715 7720 7613 8774 7722"
"101128","수색동 주민센터(다목적실)","S","지하철","기타사항 기재"
"101128","수색동 주민센터(다목적실)","T","버스정류장","기타사항 기재"
"101128","수색동 주민센터(다목적실)","G","지선버스","."
"101128","수색동 주민센터(다목적실)","R","광역버스","."
"101144","북촌문화센터","S","지하철","지하철 3호선 안국역 3번 출구에서 계동 방향으로 약 5분 정도 직진하면 좌측에 위치"
"101124","신도림 오페라하우스","T","버스정류장","신도림역"
"101128","수색동 주민센터(다목적실)","A","공항버스","."
"101126","종로구립 박노수미술관","S","지하철","3호선 경복궁역  (3번출구 50m 빚은떡집 맞은편 종로 09 마을버스 승차 후  4정거장 종로구립 박노수미술관 하차)"
"101347","금천구립시흥도서관","S","지하철","지하철 1호선 금천구청역 > 마을버스 01번 동일여고 하차(약 10분 소요)"
"101139","평화문화진지","S","지하철","1호선/ 7호선 도봉산역 2번/3번 출구"
"101013","강동구립천호도서관","B","간선버스","130"
"101166","강남구립도곡정보문화도서관","S","지하철","양재역"
"101169","강남구립청담도서관","S","지하철","청담역 9번출구 -> 청담사거리 -> 하나은행 옆골목 -> 청담주민센터 7층"
"101013","강동구립천호도서관","S","지하철","5호선 강동역 1번 출구에서 도보 15분"
"100851","구로구립꿈나무어린이도서관","T","버스정류장","구로4동 우체국 앞 남구로역 6번 출구"
"101156","구로 꿈나무극장","T","버스정류장","구로4동 우체국 구로고대병원정문 학원앞"
"101156","구로 꿈나무극장","B","간선버스","503 571"
"101450","세빛섬","G","지선버스","3012 4212 4318 6411 8541(맞춤버스) 3422 5413"
"101298","서울휴먼라이브러리","T","버스정류장","서울시립대입구"
"101173","헬로우뮤지움","G","지선버스","성동01 성동08"
"101176","구로구립궁동어린이도서관","G","지선버스","661667166640A6640B"
"101177","구로구립개봉어린이도서관","S","지하철","지하철 1호선 개봉역 하차 후 2번 출구 (도보 5분 소요)"
"101178","종로문화재단 윤동주문학관","T","버스정류장","자하문고개.윤동주시인의언덕(01-106 01-107) 정류장에서 하차"
"101247","내곡느티나무쉼터","S","지하철","양재역 3호선"
"101179","구로구립 온누리도서관","T","버스정류장","구로변전소 구로구청 유앤미아파트"
"101253","서초구립내곡도서관","S","지하철","신분당선 청계산입구역"
"101300","서울시농수산식품공사 가락몰 쿠킹스튜디오","B","간선버스","301 302 303 320 333 350 360 362 401 461 N37 N13"
"101308","구로구립 하늘도서관","B","간선버스","503"
"101340","내를 건너서 숲으로 도서관","S","지하철","새절역 3번출구 > 92m 직진 > 첫번째 우측골목 > 500m 직진 > 우측 내를건너서숲으로도서관"
"101365","제1서울창의예술교육센터(은평)","T","버스정류장","7017 7018 7021 7611 은평08-2번  &#39;은평문화예술정보학교&#39; 정류장 하차"
"101351","서울자유시민대학","S","지하철","5호선 서대문역 4번출구"
"101362","성동구청","S","지하철","2호선 5호선 경의중앙선 및 분당선 이용 왕십리역 하차 4번출구에서 도보로 3분"
"100968","돈의문박물관마을","A","공항버스","6002"
"101306","월곡꿈그림도서관","S","지하철","6호선 월곡역"
"101306","월곡꿈그림도서관","B","간선버스","120173"
"101298","서울휴먼라이브러리","A","공항버스","공항 6002"
"101452","국립박물관문화재단","S","지하철","4호선 및 경의중앙선 &#39;이촌역&#39; 하차 후 2번출구에서 도보 10분"
"101012","서울암사동유적","B","간선버스","340"
"101180","구로구립개봉도서관","R","광역버스","301 320"
"101113","갤러리 조은","S","지하철","경의중앙선(국철) : 한남역에서 하차 / 지하철 6호선 한강진역 하차"
"101106","국립현대미술관 덕수궁관","T","버스정류장","시청앞. 덕수궁 역"
"101167","삼각산시민청","S","지하철","우이신설도시철도 솔밭공원역 1 2번 출구"
"101193","오류아트홀","B","간선버스","160670N16"
"101181","구로구립 글마루한옥어린이도서관","S","지하철","1호선 개봉역 하차 후 2번출구 앞 마을버스 구로 01번 이용"
"101182","사육신역사관","R","광역버스","9408"
"101183","정효아트센터","S","지하철","남부터미널 12번출구"
"101185","은평구청소년문화의집 신나는애프터센터","T","버스정류장","753 & 571 역촌상가 역촌초등학교"
"101188","충무로영상센터 오!재미동","Y","순환버스","충무로역2번출구.대한극장앞"
"101190","아이들극장","S","지하철","4호선 혜화역 4번출구"
"101192","세곡도서관","T","버스정류장","세곡문화복지회관"
"101279","서울무용센터","S","지하철","새절역(6호선) 홍제역 (3호선) 홍대입구역 (2호선)"
"101276","중구여성플라자","G","지선버스","621172122233"
"101280","잠실창작스튜디오","S","지하철","종합운동장역(2호선 9호선)"
"101256","서울남부여성발전센터","T","버스정류장","지선버스 : 5413 5525 5526 5533 5619 5620. / 간선버스 : 505 507."
"100789","은평문화예술회관","R","광역버스","9701"
"101298","서울휴먼라이브러리","G","지선버스","지선 2230 지선 2311 지선 3216 지선 1227 지선 3220"
"101311","코리아나미술관","T","버스정류장","성수대교 남단  →  도산공원 사거리 방면 : 신구중학교 정류장에서 하차 후 도산공원 사거리 방향으로 직진 도보 5분  /  도산공원 사거리  →  성수대교 남단 방면 : 도산공원 정류장에서 하차 후 길 건너서 성수대교 방면으로 직진 도보 3분"
"101306","월곡꿈그림도서관","T","버스정류장","월곡역/동덕여대앞"
"101304","신촌문화발전소","T","버스정류장","신촌오거리.2호선신촌역(13022) 신촌아트레온(13143) 연세로.명물거리(13145) 신촌기차역(13210)"
"101435","조계사","R","광역버스","인사동 정거장 : 6005번"
"101349","금천구립가산도서관","S","지하철","가산디지털단지역(1호선) 1번 출구로 나와서 3번 마을버스 승차 후 두산아파트 후문에서 하차 (약 10분 소요)"
